review,sentiment
Sudah Baca Tempokan ya? Gue sih berharap ada kejelasannya huhu #InvestigasiTempo,positive
Putih bkn mjd tolok ukur utk menguji kedewasaan seseorang melain kan hitam bisa mjd tolok ukur kedewasaan seseorang ( kebo nyusu gudel),negative
Untungnya Sudah Baca Tempo biar ada kejelasan #InvestigasiTempo,positive
Untung aja aku Sudah Baca Tempo hari ini #InvestigasiTempo,positive
aku baru tau juga nih,positive
Aku  Sudah Baca Tempo kebetulan pas  #InvestigasiTempo jadi dikit lah paham,positive
Ahhh gak papa kok. Itu aja sering kok kontal kantil. Anaknya yg tanggung dosa mulut bapaknya,negative
Ini nih yang harus dijelaskan dengan sejelas-jelasnya biar nggak ada salah paham lagi. Sudah Baca Tempo #InvestigasiTempo,positive
kalau Sudah Baca Tempo pasti ngerti katanya,positive
Ayo kita harus sportif menyikapi hal ini,positive
Untuk lebih jelas duduk permasalahannya !! Sudah Baca Tempo #InvestigasiTempo,positive
Jadi Kasihan   Di skak mat oleh #NajwaShihab soal Pildun U-20,negative
Sama Persih dengan cerita teman saya,positive
Hari Ini Sudah Baca Tempo? Jangan lupaa pantengin trs yaa berita2 terbarunya #InvestigasiTempo,positive
Sudah Baca Tempo kah tentang bola itu jadi pengen tau pembahasan dari #InvestigasiTempo,positive
Biar tau kebenarannya mending ayo  harusnya Sudah Baca Tempo soalnya dibahas di #InvestigasiTempo,positive
Baca Tempo sih biar jelas mah,positive
betul bgt. Sudah Baca Tempo dan dijelaskan disana tuh emang gitu gak usah menyalahkan  #InvestigasiTempo,positive
lebih akurat nih kalo Sudah Baca Tempo #InvestigasiTempo,positive
Terbukaaaaa lahh,negative
Siap melanjutkan Jateng kah? Tampaknya,positive
Sudah Baca Tempo belum yg masalah kemarin,positive
Kalau yg ini gk ada kaitannya,positive
Sudah Baca Tempo belum ,positive
Nah ini sama seperti yg saya Sudah Baca Tempo tadi sore #InvestigasiTempo,positive
bagi yg Sudah Baca Tempo  kayanya bakal menjawab deh  buat kedepany #InvestigasiTempo,positive
Pas banget Sudah Baca Tempo ,positive
Aku Sudah Baca Tempo dari kemarin kok #InvestigasiTempo,positive
Yang punya nyali,negative
Biar kita gak penasaran kalian Sudah Baca Tempo apa blm #InvestigasiTempo,positive
Yang belum tau,positive
Yang Sudah Baca Tempo pasti paham soal ini wkwk #InvestigasiTempo,positive
Begini mau nyapres???,negative
Sudah Baca Tempo belum disitu ketauan kenapa FIFA batalin pildun  #InvestigasiTempo,negative
Aku juga Sudah Baca Tempo terkait pembatan piala dunia nunggu info selanjutnya aja deh #InvestigasiTempo,negative
Gibran terlihat lebih matang,positive
Semua jalan parah total bosss,negative
Emang lebih enak kalo Sudah Baca Tempo deh,positive
Habis kau di pemilu 2024.. @PDI_Perjuangan  Aku tetap setia pada ganjar pranowo,positive
Nah gimana Sudah Baca Tempo tentang ini belum,positive
Bongkar kebohongan PSSI Kalau bohong itu,negative
Sudah Baca Tempo dan dari semuanya terlihat kalau ada beberapa hal juga yg blm dijelaskan oleh pihak tertentu. Masih menunggu penyelesaiannya sih. Faktor apa saja.  #InvestigasiTempo,negative
Semoga ada kelanjutannya ...aku barusan nih   Sudah Baca Tempo #InvestigasiTempo,positive
untung Sudah Baca Tempo #InvestigasiTempo yang blm coba baca gih,positive
Sudah Baca Tempo sih hari ini  #InvestigasiTempo,positive
Gue Sudah Baca Tempo dan semoga ini ada kejelasan untuk kebaikan semuanyaa #InvestigasiTempo,positive
Ehm jadi tahu setalah Sudah Baca Tempo alasan nya  #InvestigasiTempo,positive
Sudah Baca Tempo ,positive
Sudah Baca Tempo belum nih?? Yukk biar jelass  #InvestigasiTempo,positive
Namanya boneka ya dikendalikan ketua partai,negative
ya bener aku juga Sudah Baca Tempo soal berita iniih #InvestigasiTempo,positive
Wayan Koster juga mau nyanyi kah?,negative
Gue btw Sudah Baca Tempo nih,positive
Semoga semua terang benderang dan masih menunggu penjelasan dari PSSI atas hasil #InvestigasiTempo ,negative
Eh Sudah Baca Tempo belum kayanya bakal menjawab deh #InvestigasiTempo,positive
Kadrun mah gak ada takutnya Cukup sisain 10rb dan insto botol kecil dah aman,negative
waduuh aku juga Sudah Baca Tempo soal berita iniih #InvestigasiTempo,positive
FINAL RESULTS! 60% memilih Puan Maharani,negative
Pak erick thohir ada Ketum yg tegas dan pemberani... saya Yaqin anda tidak akan takut menjelaskan apa yg sebenarnya terjadi... supaya jelas apakah gagalnya pildun u 20 di sebabkan oleh ganjarpranowo dan pak Wayan? Atau benar apa yg di beritakan oleh tempo... biar semua gamblang.,positive
Sudah Baca Tempo belum? Yang tentang bola itu loh #InvestigasiTempo,negative
Ya kalo begitu faktanya ,positive
Berikan penjelasan biar  masyarakat tau yang  sebenarnya,negative
Yang sibuk klarifikasi cuci tangan cuma pdip,negative
 MANOKWARI ITU KOTA INJIL TETAPI JUMLAH MASJID DAN MUSHOLA HAMPIR SAMA BANYAK DGN GEREJA,negative
PSSI lempar kesalahan pada orang lain. PSSI tidak pernah lakukan perbaikan.,negative
Pendukung Ganjar orang cerdas,positive
Harusnya Sudah Baca Tempo edisi hari minggu kemarin karena ada #InvestigasiTempo ya gus,positive
Kan acaranya di Bali bang ...,negative
Yg gagalin siapa,negative
Tetap GP,positive
Tak tunggu endingnya,negative
Klo kata putra nababan politisi pdip,negative
Gak berani,negative
Jadi ingin mencari berita di Tempo  Semoga ada kejelasan untuk kebaikan bersama #InvestigasiTempo,positive
Pak Gub,negative
bikin partai angin ribut dulu tapi kpu sdh menutup mendaftaran parpol,negative
Nanti diciduk nanges Makan obat dulu lek,negative
Ayo dong supportive mengenai masalah ini ya  #InvestigasiTempo,positive
WOI GOBLOK COBA KAU MAIN KE PAPUA BARAT SANA LIHAT CONTOH BAGAIMANA TOLERANSI BERAGAMA YG SEBENARNYA,negative
Gak ada reply twit ini yg dijawab? Karena hanya admin yg ngetwit. Jangan terlalu berharap banyak sama gub ini. Apalagi di 2024. Jangan!!,negative
Nunggu VT ini tayang di YouTube,positive
Ganjar Pranowo dikukuhkan menjadi Ketua Komite Daerah Ekonomi dan Keuangan Syariah (KDEKS) Provinsi Jateng. ,positive
Sampaikan aja pak..biar terang benderang...,positive
Bikin malu bangsa,negative
tetap hati-hati semoga selalu diberi keselamatan mas,positive
Semuanya masuk kelompok rezim kok jkw,negative
Pildun U20 gagal karena perintah juragan. Mau ngabdi ke rakyat apa ke juragan ?,negative
Pengen juga tapi gak punya ig,negative
"keknya dia jadi fans MU juga cuman biar dapet perhatian doang. Kalau di suruh nyebutin pemain MU yang sekarang, ""keknya"" juga belum tentu ngerti",negative
GP tetap GP walaupun tanpa pedei. Setuju GP mania?,negative
Ngeles...,negative
di tunggu buat kalian untuk mengeluarkan penolakan buat demo demo apa lagi buat partai pks yang kata nya selalu konsisten untuk menolak orang orang Israel,negative
wartawan hari gini mmg harus pinter bikin judul yg menggocek,negative
Media kadrun masih dipercaya,negative
Gengsi diaa,negative
Minta maaf dulu aja kalau berani..,negative
Lah ditanya apa jawabnya apa,negative
Jujur.. Sdh tak respect lg dgn rambut putih.... Mengkhianati kepala negara sbg pimpinannya adalah perbuatan tercela,negative
mnding logout aja dr pedeipeh drpd stia pd akhirnya disakiti‚  Ikut arah pak Jokowi aja,negative
Aku berkeyakinan Pak ganjar pranowo,positive
Menurut saya sih dia disuruh juragannya,negative
kemarin aja bertindak sebelum ada arahan dari Pak presiden masa sekarang tunggu arahan??? kata nya amanah kata nya menjujung tinggi konstetusi sama amanah bung Karno ko sekarang nggk ada aksi penolakan?? nggk konsisten sekali,negative
Ini adakah kaitannya dengan mengamankan rencana acara 1 Juni 2023 pencanangan bulan Bung Karno di Stadion GBK?,negative
Momen indah seorang pemimpin hebat bangsa ini ketika bagaimana mampu menghadirkan senyuman dan tawa untuk masyarakat,positive
KALIAN segera demo tolak Atlet Israel dalam turnamen World Games Beach 2023 di Bali. JANGAN MUNAFIK,negative
Blunder di menit menit akhir,negative
Ternyata begini kualitasnya,negative
Telunjuk jokowi...lom berbicara...,negative
Israel koq dilawan,negative
Pemerintah pusat suka ngebohingin rakyat Om... Suka utang g mau bayar,negative
Nah lho pelan pelan semakin terang benderang kalau Ganjar Pranowo bersih dari yang dituduhkan #InvestigasiTempo,positive
Pendukung yg enggak punya strategi ya begini asal bicara enggak memikirkan sebab dn akibatnya.harus lebih cerdas jika ingin mengambil hati orang2 yg sudah kecewa dengan kejadian kemarin.,negative
Awalnya bikin Blunder agar elektabilitasnya naik ehhh anjlok juga suaranya   puluhan juta Kristen dan Pecinta Bola Boikot kau Ganjar,negative
Ssssssttt...ada yg marah ntar...wkwkwkwk,negative
Salut dan bangga dengan Pak Ganjar,positive
kalo ngetik yg sopan dikit lah,negative
Pilih Jalur Membangkang Keputusan Presiden,negative
MERDEKAAAAA......!!!!!!!,positive
la itu bener,positive
Kita Positive Thinking Jangan larut akan hal yg sudah terjadi toh tidak bisa disedot lagi,positive
Kok diem pak ganjar pranowo ?,negative
Presiden palestina,negative
Siapa yang gak senang coba,negative
Semoga Bu tua mati sebelum september2023,negative
Wah kuota mudik gratis udah dibuka lagi nih,positive
Gassss !,positive
Pak Ganjar the best,positive
Harus pandai menempatkan diri ya pak Jadi perintah Presiden atau Ketum Partai yg dipilih !!?,positive
Maklum sudh lama puaasa beberapa dekade..,negative
Ampun next presiden,negative
Pollmark Research Center mengeluarkan hasil survei capres di Pemilu 2024. Gus Muhaimin Masuk 5 Besar.  Berikut ini elektabilitas capres versi Pollmark Research Center: 1. Ganjar Pranowo 22,positive
Pak ganjar berperikemanusiaan kok gak kek Lo sksk,negative
Tetap akan bisa kebaca arahnya kemana. Sanggupkah dia meyakinkan semua pendukungnya yg terlanjur kecewa berat ? Waktu akan menjawab. Tapi paling tidak kecurigaan saya sedikit terjawab,negative
Mantap sih pak ganjar memberikan bantuan untuk warga,positive
Apapun kemelut di dalam,negative
Izin pamit bapak ganjar pranowo ...,negative
PDIp dari agustus 2022 udah mengingatkan pemerintah trrnyata. Ga ujug2.,negative
alamat tanduk tandukan tu banteng,negative
ORANG YG EGOIS MERASA PALING BENAR GAK AKAN MINTA MAAF DI MEDIA APALAGI KEPADA PRESIDEN. Cara membersihkan nama pelan tapi pasti ya panggil anaknya presiden,negative
Tempo dipercaya.,negative
Maaf Pak  Anda sdh tdk masuk kriteria,negative
Suruh Tuan Lo minta maaf,negative
Ah mana berani melawan mak banteng ? Liat aja deh...,negative
Dari pada Johanes RA BasEDAN...1000  X Lebih Baik Ganjar Pranowo..biar pun kita kecewa dgn statemennya,negative
Apa yang akan dilakukan PDIP setelah jadi bulan-bulanan? Sementara Jokowi sudah mesra sama Prabowo?,negative
Siapin paket bergiga giga bang,positive
Abaikan yg menghujat bapak....nanti waktu yg akan menjawab semua. Saya tetap mendukung bapak karena Indonesia tidak hanya urusan bola,positive
Cara membersihkan diri ya begini‚ tapi mau gimana pun kami tetap ingat. Harusnya bapak banyak belajar kepada Mas Gibran terkait sepakbola. Bapak kan hobby Koplo jadi gak harus malu bertanya,positive
Rakyat adalah TUAN-mu.  Kenapa kau hempas tahta TUAN-mu?,negative
untuk apaa?? bukan nya  gubernur kau yang pencitraan ya?,negative
Kira2 brp episode ini,negative
Tapi mungkin ini hanya drama bang,negative
Set dah episode 1 aja belum muncul bg apalagi 100 konslet dah konslet,negative
Kebahagiaan terus dirasakan oleh masyarakat apabila kehadiran sosok pemimpin hebat yang mampu memberikan kehidupan yang layak untuk masyarakat nya yakni Pak Ganjar Pranowo,positive
Sudah terlambat,negative
Anggota DPR memutuskan apa tergantung telpon ketua partainya,negative
Kayaknya sihh  Sinetron,negative
Pak Ganjar masyaallah,positive
Nunggu episode 100 Sabarr  Emosional penonton lagi dinaik turunkan,negative
Mas Aria Bima bongkar permintaan pemerintah kepada FIFA seperti yang di jelaskan Di Majalah Tempo,positive
Sudah kuduga... Tak lah ada dalam rumus seorang Gubernur yg begitu dekat dgn Presiden bisa ujuk ujuk  menjadi Anti Thesa Presiden. Ada apa sebenarnya yang terjadi ? Menanti keberanian Pak ganjar pranowo yg terlanjur buat kecewa Pendukungnya termasuk Saya dan Teman seorganisasi,negative
Orang kalo kbanyakan makan daging anjing sama daging babi ya kayak gini,negative
wow program dari Pak Ganjar ini memang sangat membantu sekali,positive
"""menusuk"" pak jokowi dari belakang",negative
mantap ini angka yg memuaskan dong,positive
Percayalah,positive
Saya prihatin dong  Ehh,negative
mantap beliau ini memang sosok pemimpin hebat,positive
Udah gelar tiker kopi dah habis neh kapan bongkarnya,negative
Begitu bangganya saya melihat sesosok pemimpin yang begitu besar kepedulian dan kecintaan nya terhadap masyarakat,positive
Jadi makin pahamkan,positive
Israel dan Palestina Punya hak yg sama,positive
"Hei manusia, siapa yg jela Palestine?   Anda berpendidikan atau tidak? Paham narasi saya, knp ""marah"" sama Ganjar?  Pendidikan anda ada? Paham statement ? Kok jd ke Bela Palestine?",negative
"bakal ada drama "" saya di zholimin "" kah",negative
terus agar GP ga bs introspeksi kesalahannya,negative
Sosok Pak Ganjar biar pun banyak yang menilai dengan kacamata mereka sendiri,positive
Masih menggunakan cara2 yang sama seperti yg dilakukan presiden Soekarno lebih dari 60 tahun yg lalu pak? Kalau begitu sekalian usulkan pembentukan GANEFO jg dong pak,negative
Sepertinya gendang akan ditabuh,negative
Gunakan Kekuasaan Untuk Kebaikan. #ganjarpranowopresiden2024,positive
diem aj pak...ga ada perintah dari redbull kah !!!?,negative
Kasian pak ganjar,negative
Semua orang telah sadar bahwa dia tidak sanggup berkomitmen dgn apa yg dia tandatangani sendiri.,negative
Kalau mau nolak knp ng dr dulu ....sebelum.apbn d kucurkan ,negative
Tenang,positive
Padahal pajak motor bayar terus ya,positive
Kok selera kita sama ya,positive
Ga sk nonton drama politik.. enakan nonton drakor,negative
Istilah petugas partai yg disebut ketum anda sebaiknya jgn ikuti,negative
Jadi sebernya atasan beliau langsung Presiden atau ketum partai ya,negative
Tidak ada perang menuju 2024.  - Prabowo masih Jalan di tempat. - Ganjar Pranowo Nyungsep. - Anies kembali harus main Lato-Lato. - Saya akan menjadi Presiden 2024.  Yakinlah dengan AKU,negative
"sebagai ""anak"" harus taat dan berbakti sama Ibu?",positive
Anak Indigo Ramal Nasib Ganjar Pranowo di Pilpres 2024: 'Beliau Tetap Dapat Peluang'  ,positive
Hahaha... pantesan nurut kemauan partai,negative
woyyyy liat nih kata nya menjujung tinggi amanat konstetusi,negative
Terimakasih pak sudah menjaga konstitusi menolak timnas israel... Semoga aksi ini memberi dampak baik bagi timnas Indonesia yang saat ini masih seperti mimpi kehilangan peluang mereka...,positive
Pantaslah kalau FIFA membatalkan Pildun U20 karena alasan keamanan,negative
PDIP ITU partai.....----perjuangan PALESTINA...--- kumpulan org2 munafeeekk byaak di dalam 11 12 dgn PKS…,negative
Ya x saya kecewa sama pak ganjar harus coblos anis,negative
BENER BANGETT,positive
Dan FIFA menolak permintaan Indonesia untuk mendiskriminasikan team Israel,negative
Belum pelaku UMKM,negative
Ya klo gak nurut partai jg sulit kan?,negative
Dimana telunjuk pak Jokowi di 2024 disitu saya dan keluarga akan memilih.benar kata mas Gibran,positive
Kamu mendukung dia gak didukung partai..mau kamu dukung jadi ketua rt?,negative
"Kamu nanya ? Lu pikir pasang muka ""baik"" , sederhana , itu hanya konten ?   Ya iya dong ,masa ngak ?",negative
Setiap umat Muslim memiliki pandangannya sendiri perihal bulan suci Ramadhan yang penuh berkah ini Hal tersebut juga dirasakan salah satunya oleh Gubernur Jawa Tengah Ganjar Pranowo perihal kebaikan yang didapat selama bulan suci Ramadhan ini,positive
"Mungkin Mbak..... Tapi fakta itu juga mengisyaratkan ada yg masih kurang PD beliau, ""wise"".  Sbg politisi harapan banyak orang, itu msh bermasalah (menurutku), jika dibanding dg Pak Dhe 2014.",positive
Knp faktor penolakan dari kelompok kanan spt PKS,negative
Hahhaa silahkan atur aja dah fakta @ganjarpranowo yg kasih statement penolakan gak ada tapi jejak digital berserakan,negative
Harusnya segera melakukan inisiatif sendiri,negative
Boleh siap bikin penolakan lagi Pak Gub kalo ada,negative
Gw ga jadi nonton piala dunia U20... hadeuh,negative
"Ganjar Pranowo berupaya untuk menggiatkan berbagai program yang mendukung upaya pengentasan kemiskinan.   Salah satunya program pengadaan rumah layak huni bagi masyarakat kurang mampu, misalnya program ""Tuku Lemah Oleh Omah""",positive
di jadikan korban oleh Pdi perjuangan sengaja di korbankan dan di tenggelamkan supaya elektabilitasnya terjun bebas tenggelam kemudian akn di jadikan alasan untuk menjgal ganjar jd capres,negative
Kurang pas bio nya ganjar pranowo yg saya kagumi dulu. Tuanku adalah rakyat,negative
Apakah sudah sesuai KBBI,negative
Ganjar Pranowo memberikan apresiasi terhadap para santri,positive
Jadwal penandatanganan kepala daerah kok di lompati??,negative
Pak adain nak piala indonesia mini u20 gantiin piala dunianya,negative
Lebih percaya pak Jokowi gw mah,positive
Belum ada perintah dari juragan,negative
Dihh pendukung anies matamu.,negative
PDIP membuang Ganjar pranowo,negative
apapun yang terjadi saya tetap pilih pak Ganjar Pranowo utk jadi presiden Indonesia GANJAR PRANOWO...sosok jujur dan bertanggung jawab,positive
Ngapunten Pak ganjar pranowo mohon untuk jalan Nasional Jogja-Solo wilayah Klaten segera dilakukan perbaikan Pak. Sudah ada korban jiwa Pak,negative
Wah membantu rakyat jateng yang merantau yaa ini,positive
Setuju. Dari sisi properti pencitraannya,negative
